ID,YEAR,SEX,ETHNICITY,FSE,AdmitMode,FirstSch,CurrSch,ParIncome,FatherEd,MotherEd,FirstGen,PGPA_NS,PGPA_BA,PGPA_EN,PGPA_LA,HS Calc,UTMA,ALEKS DATE-1,AGGR SCORE-1,RADICALS-1,NUMBERS-1,EQUATIONS-1,FUNCTIONS-1,POLYNOMIALS-1,RATIONAL-EXP-1,LOGARITHMS-1,TRIG-1,ALEKS DATE-H,AGGR SCORE-H,RADICALS-H,NUMBERS-H,EQUATIONS-H,FUNCTIONS-H,POLYNOMIALS-H,RATIONAL-EXP-H,LOGARITHMS-H,TRIG-H,SATQ,SATV,SATTot,ACTMath,ACTENG,ACTComp,AP-BIO,AP-CALC-AB,AP-CALC-BC,AP-CALC-AB-SUB,AP-CHEM,AP-CS-A,AP-CS-AB,UT-GPA,Math Course,Math Grade,Chem Course,Chem Grade,Bio Course,Bio Grade,CS Course,CS Grade,Math GPA,Math P/F
11,2014,M,,20149,2,E,L,A,4,6,N,3.573,3.343,3.177,3.296,,10,5/30/14,74,71,100,92,76,91,75,21,56,5/30/14,74,71,100,92,76,91,75,21,56,600,700,1300,26,27,29,,,,,,,,2.5825,302,A,304K,B,301L,B+,,,4,1
12,2014,M,,20149,2,E,E,G,5,4,N,3.763,3.893,3.634,3.881,R,16,6/3/14,62,71,100,88,65,82,40,14,31,6/21/14,88,94,100,96,94,91,85,71,75,660,730,1390,36,34,33,,4,3,4,,4,,3.2061,408N,A-,,,,,314,B,3.666,1
13,2014,W,,20142,3,U,U,,,,U,,,,,,13,8/11/14,82,88,100,100,88,91,100,21,56,8/11/14,82,88,100,100,88,91,100,21,56,670,540,1210,,,,,,,,,,,3.9292,408K,A,301,A,,,,,4,1
14,2014,W,,20149,2,2,2,H,5,4,N,3.353,3.408,3.184,3.438,R,12,6/22/14,63,76,100,85,56,82,50,7,47,8/11/14,85,88,100,100,94,91,85,36,69,,,,27,30,28,,,,,,,,3.1284,408K,C-,,,,,,,1.666,1
15,2014,W,,20149,2,J,J,,2,2,Y,3.305,3.287,3.079,3.442,,10,6/17/14,58,59,100,77,62,77,30,7,41,6/21/14,96,100,100,100,97,91,100,71,97,610,620,1230,25,33,29,,,,,,,,3.1,408K,Q,301,B,311C,B-,,,0,0
16,2014,M,,20149,2,4,4,,5,4,N,3.873,3.094,3.424,3.399,R,18,6/8/14,91,94,100,96,94,91,95,86,78,6/8/14,91,94,100,96,94,91,95,86,78,760,730,1490,,,,3,5,4,5,4,,,2.8066,408D,C-,302,Q,311C,B,,,1.666,1
17,2014,W,,20149,2,U,U,E,2,1,Y,2.888,3.019,2.734,2.999,,9,6/29/14,78,76,100,96,74,91,95,14,66,8/5/14,89,88,100,100,74,95,100,79,84,,,,23,23,24,,,,,,,,3.4175,408C,Q,,,,,,,0,0
18,2014,M,,20149,2,U,U,A,6,4,N,3.223,2.726,2.827,2.728,R,13,6/3/14,98,94,100,100,100,91,100,93,100,6/3/14,98,94,100,100,100,91,100,93,100,610,510,1120,,,,,,2,3,,,,2.3069,408C,C,301,C+,,,,,2,1
19,2014,W,,20129,2,,U,H,4,4,N,,,,,,,,,,,,,,,,,,,,,,,,,,,520,600,1120,,,,,,,,,,,0,,,,,,,,,,
20,2014,M,,20149,2,L,L,,5,4,N,3.233,2.728,2.895,3.002,,12,8/7/14,95,100,100,100,100,91,100,57,97,8/7/14,95,100,100,100,100,91,100,57,97,570,580,1150,,,,3,,,,,,,2.7766,408K,Q,,,,,,,0,0
21,2014,M,,20149,2,E,E,B,4,2,N,3.417,3.626,3.324,3.516,A,13,5/26/14,100,100,100,100,100,100,100,100,100,5/26/14,100,100,100,100,100,100,100,100,100,,,,33,28,28,,,,,,,,3.8984,408N,A-,301,A,311C,A,,,3.666,1
22,2014,M,,20149,2,2,2,F,4,4,N,3.883,3.933,3.729,3.834,R,17,7/6/14,85,76,100,96,88,91,80,57,81,7/6/14,85,76,100,96,88,91,80,57,81,740,610,1350,34,30,31,2,4,,,,,,3.835,,,,,,,,,,
23,2014,W,,20149,2,U,U,C,6,6,N,3.173,2.648,2.815,2.832,A,15,6/21/14,87,88,100,96,94,91,85,64,75,6/21/14,87,88,100,96,94,91,85,64,75,590,530,1120,,,,3,4,,,,,,3.335,408L,Q,,,,,,,0,0
24,2014,M,,20149,2,E,E,C,,4,N,3.195,3.343,3.079,3.25,R,10,5/30/14,82,88,100,96,76,91,85,50,72,5/30/14,82,88,100,96,76,91,85,50,72,610,580,1190,27,26,26,,,,,,,,4,408N,A,301,A,,,,,4,1
25,2014,M,,20139,7,L,L,,,,U,,,,,,10,7/12/14,56,53,100,77,29,82,75,14,34,8/9/14,92,100,100,100,97,91,85,57,94,,,,,,,,,,,,,,3.835,408K,Q,,,,,,,0,0
26,2014,W,,20149,2,U,U,C,,6,N,3.633,3.404,3.293,3.31,A,12,7/16/14,82,88,100,92,74,91,80,57,78,7/16/14,82,88,100,92,74,91,80,57,78,630,640,1270,27,26,27,,1,,,3,,,3.9238,408K,A,301,A,,,,,4,1
27,2014,M,,20149,2,L,L,F,3,3,N,3.253,3.18,2.842,3.191,R,10,6/3/14,79,76,100,96,76,91,80,36,69,6/3/14,79,76,100,96,76,91,80,36,69,650,600,1250,28,25,26,,2,,,,,,2.5146,408K,C-,,,,,,,1.666,1
28,2014,W,,20149,2,L,L,E,4,4,N,2.973,3.111,2.834,3.059,,,,,,,,,,,,,,,,,,,,,,,550,630,1180,24,24,24,1,,,,,,,3.4,,,,,,,,,,
29,2014,W,,20149,2,2,2,,4,4,N,3.993,3.87,3.694,3.802,,11,,,,,,,,,,,,,,,,,,,,,700,770,1470,32,35,34,,,,,,,,3.7715,,,,,301E,A,,,,
30,2014,W,,20149,2,2,2,D,1,4,N,3.42,3.482,3.279,3.441,R,13,5/22/14,59,71,94,81,44,86,70,0,34,5/26/14,86,94,100,100,94,91,100,29,69,590,560,1150,27,31,29,3,4,,,2,,,2.793,408L,D+,,,,,,,1.333,0
31,2014,W,,20149,2,S,S,C,3,2,N,3.433,2.88,3.118,3.081,A,9,7/23/14,66,59,100,85,56,86,75,14,53,8/13/14,97,94,100,100,100,91,95,93,100,630,570,1200,,,,,1,,,,,,2.3325,408C,Q,301,D+,,,,,0,0
32,2014,M,,20149,2,2,2,F,5,5,N,3.683,3.05,3.258,3.121,R,16,6/29/14,92,88,100,100,88,91,90,71,97,6/29/14,92,88,100,100,88,91,90,71,97,710,630,1340,,,,,,3,4,,,,3.5193,408L,B+,,,,,,,3.333,1
33,2014,W,,20149,2,U,U,F,3,4,N,3.283,2.806,2.887,2.888,,,,,,,,,,,,,,,,,,,,,,,590,570,1160,,,,,,,,,,,3.2,,,,,,,,,,
34,2014,M,,20136,2,J,J,D,1,6,N,3.403,2.91,3.113,2.936,A,,,,,,,,,,,,5/31/13,92,94,100,100,88,91,100,57,94,630,500,1130,,,,,1,,,1,,,2.4433,408L,Q,320M,Q,311C,D+,,,0,0
35,2014,W,,20149,2,4,4,E,5,5,N,3.626,3.702,3.489,3.675,A,17,7/16/14,79,82,100,92,85,91,75,29,63,7/16/14,81,82,100,100,94,91,75,29,63,770,670,1440,31,33,32,,5,,,1,,,2.956,408D,B-,301,B,311C,B,,,2.666,1
36,2014,M,,20149,2,U,U,B,2,0,Y,3.593,3.453,3.318,3.413,,17,6/26/14,95,94,100,100,97,91,95,79,94,6/28/14,96,100,100,100,100,91,95,79,97,670,570,1240,28,29,28,,,,,,,,3.3838,408C,A,301,A,,,,,4,1
37,2014,W,,20149,2,L,L,F,6,5,N,3.103,2.926,2.738,2.907,,,6/1/14,66,88,100,81,53,86,65,14,47,6/1/14,66,88,100,81,53,86,65,14,47,570,520,1090,22,22,24,,,,,,,,2.9175,,,,,,,,,,
38,2014,M,,20149,2,2,2,B,5,4,N,3.384,3.514,3.269,3.427,A,17,6/2/14,66,82,100,73,65,82,40,21,59,6/3/14,87,88,100,96,91,91,85,43,84,,,,29,28,29,,4,3,2,3,,,3.8762,408K,A,,,301L,A,,,4,1
39,2014,M,,20149,2,4,4,G,5,5,N,3.862,4.025,3.799,3.848,A,16,5/26/14,97,100,100,100,97,91,95,93,100,5/26/14,97,100,100,100,97,91,95,93,100,,,,36,34,32,,,5,5,,3,,3.3357,408D,A-,,,,,,,3.666,1
40,2014,M,,20149,2,2,2,D,4,4,N,3.633,3.066,3.277,3.118,A,12,6/21/14,86,88,100,92,82,91,85,57,84,6/21/14,86,88,100,92,82,91,85,57,84,680,590,1270,,,,,,,,,,,3.1675,,,304K,B+,,,,,,
41,2014,W,,20149,2,E,E,F,5,4,N,4.323,4.148,4.023,4,A,15,5/29/14,96,100,100,100,100,91,100,71,94,5/29/14,96,100,100,100,100,91,100,71,94,800,710,1510,36,35,34,,,5,5,5,,,4,,,301H,A,315H,A,,,,
42,2014,M,,20149,2,2,2,H,4,4,N,4.133,4.041,3.884,3.979,R,17,6/14/14,97,100,100,100,94,91,100,93,97,6/15/14,98,100,100,100,94,95,100,100,97,740,770,1510,34,35,33,,,5,5,,,,3.693,,,,,,,,,,
43,2014,M,,20149,2,E,E,E,5,5,N,3.703,3.152,3.331,3.4,,12,5/30/14,95,100,100,100,97,91,95,86,91,5/30/14,95,100,100,100,97,91,95,86,91,640,710,1350,,,,,,,,,,,2.3333,408N,Q,301,C-,311C,C,,,0,0
44,2014,M,,20139,2,U,U,,0,0,Y,3.033,2.554,2.674,2.589,A,,,,,,,,,,,,1/13/14,76,76,100,85,82,91,80,21,59,580,450,1030,,,,,,,,,,,1.3341,408L,F,,,,,302,B-,0,0
45,2014,M,,20129,2,E,E,C,5,6,N,3.113,3.175,2.934,3.215,A,,,,,,,,,,,,7/27/12,100,14,73,53,86,55,76,41,,,,,24,29,26,,,1,1,3,,,3.3325,,,,,326R,B,,,,
46,2014,M,,20149,2,4,4,F,5,4,N,3.608,3.735,3.484,3.693,R,13,6/2/14,90,82,100,100,94,91,85,64,88,6/2/14,90,82,100,100,94,91,85,64,88,,,,33,29,32,,4,5,5,4,4,,3.8325,408D,B+,,,,,,,3.333,1
47,2014,W,,20149,3,U,U,E,3,5,N,3.703,3.497,3.353,3.402,R,14,8/7/14,82,88,100,100,82,91,95,21,66,8/7/14,82,88,100,100,82,91,95,21,66,650,650,1300,24,29,29,2,2,,,,,,2.89,408K,Q,,,,,,,0,0
48,2014,M,,20149,4,L,L,C,4,2,N,,,,,,11,6/28/14,84,82,100,96,88,91,70,43,84,6/28/14,84,82,100,96,88,91,70,43,84,590,490,1080,,,,,,,,,,,2.75,408K,Q,301,C+,,,,,0,0
49,2014,W,,20149,2,N,N,D,1,2,Y,2.973,3.162,2.834,3.134,A,,6/24/14,90,88,100,96,100,91,90,86,72,6/24/14,90,88,100,96,100,91,90,86,72,640,620,1260,27,24,27,3,3,,,,,,2.665,,,301,D+,,,,,,
50,2014,W,,20149,2,U,U,I,,,U,3.523,3.06,3.263,3.236,A,15,6/28/14,86,88,100,100,88,91,95,36,78,6/28/14,86,88,100,100,88,91,95,36,78,600,590,1190,,,,,,,,,,,3.0253,408K,B+,,,,,,,3.333,1
51,2014,M,,20149,2,E,E,H,5,1,N,3.633,3.036,3.332,3.363,A,14,5/27/14,85,82,100,100,85,91,95,36,75,5/27/14,85,82,100,100,85,91,95,36,75,650,650,1300,,,,3,4,4,4,3,,,3.1276,408N,A-,301,C+,311C,B,,,3.666,1
52,2014,W,,20139,2,L,L,D,0,6,N,2.883,2.939,2.609,2.804,R,8,8/24/14,97,100,100,100,94,91,100,86,100,8/24/14,97,100,100,100,94,91,100,86,100,530,390,920,23,17,19,,1,,,,,,0,408C,W,301,W,311C,W,,,0,0
53,2014,W,,20139,2,U,C,F,5,5,N,3.603,3.098,3.29,3.247,A,,,,,,,,,,,,6/14/13,76,76,100,92,76,91,80,50,47,630,620,1250,,,,,,,,,,,3.2475,,,301,C+,,,,,,
54,2014,W,,20149,2,2,2,E,2,4,N,3.913,3.499,3.551,3.512,R,12,6/3/14,58,71,94,73,62,77,40,7,38,6/7/14,98,100,100,100,100,91,100,93,97,740,660,1400,27,33,30,1,,2,3,,,,3.1007,408K,C+,,,,,,,2.333,1
55,2014,W,,20149,6,U,U,F,3,3,N,,,,,,8,7/17/14,88,88,100,96,91,91,95,71,72,7/20/14,90,88,100,96,91,91,95,79,81,,,,,,,,,,,,,,3.5566,408K,Q,,,,,,,0,0
56,2014,M,,20149,2,E,E,F,5,5,N,4.263,4.21,4.064,4.092,A,15,5/26/14,97,100,100,100,100,91,95,86,97,5/26/14,97,100,100,100,100,91,95,86,97,770,690,1460,36,35,35,,,5,5,,5,,3.934,408D,A,,,,,314H,A,4,1
57,2014,W,,20146,2,E,E,B,0,3,N,3.023,3.127,2.829,3.052,A,9,5/27/14,55,53,94,69,56,73,30,0,50,6/14/14,80,82,100,96,85,91,80,14,69,520,560,1080,25,22,23,1,1,,,,,,0,,,,,,,,,,
58,2014,W,,20149,2,U,U,E,2,2,Y,3.253,3.084,2.91,3.095,A,11,6/27/14,85,88,100,100,74,91,85,71,75,6/27/14,85,88,100,100,74,91,85,71,75,640,530,1170,25,24,26,2,2,,,,,,2.89,408K,Q,301,C,,,,,0,0
59,2014,M,,20149,3,E,E,H,5,4,N,3.733,3.726,3.434,3.786,R,17,5/28/14,100,100,100,100,100,100,100,100,100,5/28/14,100,100,100,100,100,100,100,100,100,740,760,1500,35,34,34,4,,5,5,,5,,3.9238,427L,A,,,,,314H,A-,4,1
60,2014,W,,20149,2,E,E,F,5,5,N,3.095,3.174,2.929,3.183,,15,5/30/14,84,88,100,100,88,91,85,36,69,7/5/14,86,94,100,96,100,91,80,50,69,,,,24,26,27,,,,,,,,3.4623,408N,A,301,B-,,,,,4,1
61,2014,W,,20149,2,L,L,F,4,4,N,3.393,2.746,3.047,3.128,,,,,,,,,,,,,,,,,,,,,,,640,610,1250,,,,,,,,,,,2.78,302,C-,,,301M,X,,,1.666,1
62,2014,W,,20149,2,E,E,,3,4,N,3.433,2.936,3.027,3.038,R,11,5/14/14,86,88,100,100,97,91,90,43,69,5/14/14,86,88,100,100,97,91,90,43,69,610,620,1230,,,,,4,,,,,,3.066,,,301,C+,,,,,,
63,2014,M,,20149,2,E,E,D,2,2,Y,4.083,3.392,3.771,3.51,R,15,5/29/14,95,100,100,100,100,91,100,64,91,5/29/14,95,100,100,100,100,91,100,64,91,780,660,1440,,,,5,4,,,4,,,3.9381,408S,A,301H,A,315H,A-,,,4,1
64,2014,M,,20149,2,2,2,I,5,4,N,4.433,3.78,4.093,3.896,A,15,5/27/14,95,100,100,100,100,91,95,79,88,5/27/14,95,100,100,100,100,91,95,79,88,790,800,1590,,,,4,,5,5,4,4,,3.513,,,,,,,,,,
65,2014,W,,20149,3,U,U,I,4,4,N,2.863,3.015,2.619,3.114,R,8,8/25/14,56,65,94,69,38,77,50,14,47,8/25/14,79,82,100,92,79,91,75,21,72,590,620,1210,28,24,27,,,,,,,,3.1546,408K,B,,,,,,,3,1
66,2014,W,,20149,2,U,U,B,2,4,N,3.203,3.161,2.889,3.194,R,,,,,,,,,,,,,,,,,,,,,,550,630,1180,23,29,27,,,,,,,,4,,,,,,,,,,
67,2014,W,,20149,2,4,4,H,4,4,N,4.193,4.148,4.004,4.046,A,17,6/18/14,92,94,100,100,91,91,90,71,91,6/18/14,92,94,100,100,91,91,90,71,91,800,670,1470,35,33,34,4,,5,5,3,,,3.5888,408D,B,301,A,311C,A-,,,3,1
68,2014,M,,20149,2,L,L,B,4,1,N,3.533,3.05,3.203,3.146,A,,,,,,,,,,,,,,,,,,,,,,620,600,1220,,,,3,3,,,,,,3.5825,,,301,B,,,,,,
69,2014,W,,20149,2,2,2,H,5,4,N,4.383,3.72,4.123,3.846,A,16,5/18/14,98,100,100,100,100,91,100,93,97,5/18/14,98,100,100,100,100,91,100,93,97,770,770,1540,,,,,5,,,5,,,3.9292,,,,,,,,,,
70,2014,W,,20149,4,E,E,E,5,4,N,,,,,,6,7/24/14,62,71,100,77,59,82,40,36,41,8/21/14,81,100,100,100,62,82,80,57,75,580,550,1130,,,,,,,,,,,3.22,,,,,311C,B+,,,,
71,2014,W,,20149,4,U,3,F,6,4,N,,,,,,13,8/13/14,90,94,100,96,97,91,90,64,81,8/13/14,90,94,100,96,97,91,90,64,81,,,,23,15,20,,,,,,,,3.563,408K,B+,,,,,,,3.333,1
72,2014,W,,20149,2,E,E,F,4,4,N,3.613,3.545,3.241,3.67,R,16,5/24/14,96,100,100,100,97,91,90,93,97,5/24/14,96,100,100,100,97,91,90,93,97,800,680,1480,34,33,34,,,,,,,,3.75,,,320M,B,325,A,,,,
73,2014,W,,20149,2,E,E,D,4,4,N,3.543,3.216,3.182,3.351,R,17,5/30/14,91,88,100,96,91,91,90,57,100,6/12/14,93,100,100,100,91,91,95,57,100,740,670,1410,29,30,31,4,,5,5,5,,,4,,,301,A,311C,A,,,,
74,2014,W,,20149,2,U,U,E,4,4,N,3.793,3.25,3.503,3.426,A,15,8/26/14,66,76,100,77,74,82,40,21,50,8/26/14,80,76,100,100,79,91,40,57,81,620,660,1280,,,,,4,,,,,,3.5376,408C,B,301,B+,,,,,3,1
75,2014,W,,20149,2,N,N,F,5,4,N,3.683,3.624,3.404,3.59,,,8/11/14,62,76,94,85,59,82,50,7,38,8/11/14,62,76,94,85,59,82,50,7,38,670,650,1320,30,31,30,,,,,,,,3.165,,,301,C+,,,,,,
76,2014,W,,20149,2,4,4,C,5,5,N,4.023,3.33,3.818,3.531,R,14,5/29/14,95,94,100,100,94,91,100,86,91,5/29/14,95,94,100,100,94,91,100,86,91,770,600,1370,,,,,,5,5,2,,,3.463,,,301,A-,,,,,,
77,2014,W,,20149,2,4,4,D,5,4,N,4.002,4.055,3.899,3.954,R,18,5/29/14,89,88,100,96,97,91,80,57,88,5/29/14,89,88,100,96,97,91,80,57,88,680,800,1480,34,35,34,4,5,,,,,,4,408C,A,301,A,311C,A,,,4,1
78,2014,W,,20149,2,E,E,,4,4,N,3.863,3.733,3.534,3.721,A,14,5/29/14,94,94,100,100,97,91,100,57,97,5/29/14,94,94,100,100,97,91,100,57,97,710,710,1420,31,34,34,4,,4,4,,,,3.54,408D,B,301,A,,,,,3,1
79,2014,M,,20149,2,U,U,F,5,6,N,3.753,3.202,3.391,3.48,R,13,6/7/14,84,94,100,96,94,91,85,36,66,6/7/14,84,94,100,96,94,91,85,36,66,640,730,1370,,,,,5,,,,,,4,,,,,301M,A,,,,
80,2014,M,,20149,2,2,2,B,6,4,N,3.853,3.683,3.483,3.54,A,14,5/26/14,81,76,100,92,82,91,80,57,69,5/26/14,81,76,100,92,82,91,80,57,69,720,630,1350,31,29,27,,,4,5,,5,,3.3323,408L,B+,,,,,,,3.333,1
81,2014,W,,20149,2,E,E,B,5,5,N,3.644,3.652,3.494,3.632,R,7,5/30/14,87,88,100,96,91,91,95,64,72,6/26/14,90,88,100,100,91,91,95,71,78,560,710,1270,28,34,28,3,2,,,,,,3.6666,305G,A-,301,Q,311C,A,,,3.666,1
82,2014,W,,20149,2,E,E,G,5,4,N,4.053,3.965,3.779,3.912,A,13,5/29/14,91,100,100,100,100,91,90,71,72,5/29/14,91,100,100,100,100,91,90,71,72,760,690,1450,32,35,34,4,5,,,4,,,3.532,,,301,B+,315H,C+,,,,
83,2014,W,,20149,2,L,L,C,3,3,N,2.834,3.033,2.719,2.928,,7,6/22/14,56,53,100,65,53,73,30,14,53,8/9/14,72,82,100,88,74,86,50,21,63,610,480,1090,24,19,21,,,,,,,,3.466,,,,,,,,,,
84,2014,M,,20149,2,4,4,H,5,6,N,4.002,4.055,3.899,3.954,A,17,5/26/14,96,100,100,100,97,91,100,79,97,5/26/14,96,100,100,100,97,91,100,79,97,,,,34,35,35,4,,5,5,5,5,,3.9746,408M,A,328M,A,,,,,4,1
85,2014,M,,20149,2,E,E,B,2,3,N,3.103,2.57,2.798,2.661,A,14,5/29/14,80,82,100,92,76,91,80,43,72,6/23/14,81,82,100,92,76,91,80,50,72,610,430,1040,,,,,1,,,,,,2.7707,408C,C,301,A-,,,,,2,1
86,2014,M,,20149,3,2,2,,,,U,,,,,,17,6/1/14,84,88,100,92,85,91,80,50,75,7/5/14,86,88,100,92,85,91,80,64,84,790,630,1420,,,,,,,,,,,3.7692,408K,A,,,,,,,4,1
87,2014,W,,20149,2,5,5,G,5,5,N,2.843,1.792,2.431,2.93,,11,6/21/14,94,94,100,100,94,91,100,86,88,6/21/14,94,94,100,100,94,91,100,86,88,660,610,1270,,,,2,,,,,,,3.1573,408C,B-,,,,,,,2.666,1
88,2014,W,,20149,2,L,L,F,3,3,N,2.823,2.94,2.614,2.836,R,5,7/1/14,49,41,100,73,47,73,20,7,28,7/1/14,49,41,100,73,47,73,20,7,28,500,420,920,23,19,21,1,1,,,,,,2.4,,,,,,,,,,
89,2014,M,,20149,2,4,4,F,5,4,N,4.133,3.933,3.699,3.788,A,15,6/28/14,95,100,100,100,91,91,90,86,97,6/28/14,95,100,100,100,91,91,90,86,97,780,750,1530,35,30,32,,,5,5,,,,4,408D,A,,,,,,,4,1
90,2014,W,,20149,2,E,E,E,5,5,N,3.833,3.888,3.699,3.859,R,17,5/29/14,93,100,100,96,97,91,90,86,84,5/29/14,93,100,100,96,97,91,90,86,84,710,640,1350,33,33,34,,,,,,,,3.75,,,320M,B,,,,,,
91,2014,M,,20149,2,U,U,C,3,3,N,2.543,2.232,2.211,2.52,,,,,,,,,,,,,,,,,,,,,,,400,470,870,,,,,,,,,,,1.8325,302,D,,,,,,,1,0
92,2014,W,,20149,2,L,L,I,5,5,N,3.782,3.778,3.624,3.788,A,16,6/10/14,88,82,100,96,88,91,85,79,84,6/10/14,88,82,100,96,88,91,85,79,84,,,,30,34,32,,,,,,,,3.7068,408K,B+,301,B+,,,,,3.333,1
93,2014,W,,20149,2,U,U,H,4,3,N,2.378,2.722,2.134,3.014,R,,,,,,,,,,,,,,,,,,,,,,,,,27,31,31,,,,,,,,2.2233,,,,,,,,,,
94,2014,W,,20149,2,E,E,D,3,4,N,3.605,3.777,3.529,3.618,A,14,5/26/14,85,88,100,96,88,91,75,29,88,5/26/14,85,88,100,96,88,91,75,29,88,,,,33,28,31,3,,,,2,,,3.3838,408C,A,301,B,,,,,4,1
95,2014,M,,20149,2,4,4,H,4,4,N,3.743,3.576,3.374,3.519,R,13,5/25/14,88,82,100,100,94,91,90,57,78,5/25/14,88,82,100,100,94,91,90,57,78,680,660,1340,29,30,30,,,,,,,,3.3853,408C,B,,,,,,,3,1
96,2014,W,,20149,2,4,4,G,5,4,N,3.893,3.25,3.608,3.471,A,16,5/18/14,88,94,100,100,94,91,80,43,88,5/18/14,88,94,100,100,94,91,80,43,88,720,650,1370,,,,5,,4,4,5,,,3.7106,408D,B+,,,,,,,3.333,1
97,2014,W,,20149,2,2,2,H,,,U,3.456,3.467,3.289,3.48,,9,6/20/14,71,71,100,85,76,86,50,29,63,6/20/14,71,71,100,85,76,86,50,29,63,570,630,1200,26,34,29,,,,,,,,2.6669,408K,C-,,,,,,,1.666,1
98,2014,M,,20149,2,E,E,,4,4,N,3.983,3.34,3.488,3.501,,15,5/27/14,68,71,100,81,56,91,60,21,63,5/30/14,81,94,100,100,59,91,65,50,88,720,800,1520,,,,4,,,,,,,3,408C,Q,301,C,311C,C,,,0,0
99,2014,W,,20149,3,4,4,H,5,5,N,3.695,3.714,3.554,3.678,R,11,7/6/14,57,59,100,65,65,73,25,0,53,8/13/14,80,76,100,92,82,82,60,43,88,,,,29,34,31,,1,,,,,,3.5553,408C,B+,301,B,,,,,3.333,1
100,2014,M,,20149,2,E,E,F,3,3,N,3.713,3.176,3.347,3.338,R,13,6/30/14,70,71,100,88,68,91,75,21,44,8/12/14,94,100,100,100,97,91,100,71,88,650,680,1330,,,,,,,,,,,1,408C,Q,301,F,311C,C,,,0,0
101,2014,M,,20149,2,4,4,E,,,U,3.893,3.194,3.534,3.109,R,16,,,,,,,,,,,,,,,,,,,,,800,550,1350,,,,3,2,4,5,1,2,,2.2487,408D,D,,,,,,,1,0
102,2014,W,,20149,2,E,E,D,4,2,N,3.591,3.686,3.464,3.636,R,16,5/30/14,76,82,100,92,76,86,65,14,72,5/30/14,76,82,100,92,76,86,65,14,72,,,,31,32,33,5,,5,5,5,,,3.9238,,,301,A,311C,A,,,,
